,UID,iso2,iso3,code3,FIPS,county,Province_State,Country_Region,Lat,Long_,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20
1955,84037121,US,USA,840,37121,Mitchell,North Carolina,US,36.01059309,-82.1582442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,84037123,US,USA,840,37123,Montgomery,North Carolina,US,35.33155144,-79.90416657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,2,2,0,0,1,2,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,2,0,0,11,0,5,1,0,0,0,0,0,3,2,0,0
1957,84037125,US,USA,840,37125,Moore,North Carolina,US,35.30885257,-79.48474178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,2,1,0,0,3,0,1,2,0,6,17,20,17,10,0,0,0,4,1,0,4,0,0,2,4,5,0,4,0,8,0,9,0,0,0,0,15,7,1,0,0,0
1958,84037127,US,USA,840,37127,Nash,North Carolina,US,35.96575634,-77.98422508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,5,2,3,0,3,1,2,2,3,1,3,3,3,3,7,1,8,0,6,7,0,0,6,8,-3,-1,4,4,5,2,0,1,3,3,1,9,2
1959,84037129,US,USA,840,37129,New Hanover,North Carolina,US,34.25758282,-77.87075626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0,4,1,10,0,2,7,0,8,0,0,5,0,4,2,0,2,0,4,2,1,1,3,2,0,0,0,1,0,5,2,0,2,1,0,0,0,0,0,0,10,2,6,0,0,0
1960,84037131,US,USA,840,37131,Northampton,North Carolina,US,36.41736238,-77.39769443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,22,1,4,0,0,6,2,4,4,7,1,1,2,4,0,1,3,4,1,0,0,2,0,2,1,0,4,4,-1,0,0,0,4,1,2,0,3,1,0,9,0,0
1961,84037133,US,USA,840,37133,Onslow,North Carolina,US,34.72607366,-77.42908179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,1,2,6,1,4,2,1,2,2,6,0,0,1,1,1,0,0,0,0,1,0,1,1,4,-2,1,0,0,2,1,5,0,0,0,1,1,0,1
1962,84037135,US,USA,840,37135,Orange,North Carolina,US,36.06092947,-79.12167935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,4,0,2,0,0,7,3,8,0,5,1,4,0,3,7,8,0,15,6,8,17,6,37,9,1,4,4,13,3,8,4,0,2,6,4,1,9,-1,0,1,8,0,2,4,3,3,1,0,9,5,4
1963,84037137,US,USA,840,37137,Pamlico,North Carolina,US,35.15253315,-76.66559823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1964,84037139,US,USA,840,37139,Pasquotank,North Carolina,US,36.26723798,-76.25134778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,1,0,0,1,1,0,1,4,0,0,0,0,1,4,0,0,12,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,36,6
1965,84037141,US,USA,840,37141,Pender,North Carolina,US,34.52265624,-77.90352133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,0,-1,0,2,0,3,0,1,0,2,1,3,13
1966,84037143,US,USA,840,37143,Perquimans,North Carolina,US,36.17847453,-76.40603143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,4,0,-4,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,3
1967,84037145,US,USA,840,37145,Person,North Carolina,US,36.38989032,-78.97217358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,0,0,0,0,3,2,0,2,1,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,4,2,1
1968,84037147,US,USA,840,37147,Pitt,North Carolina,US,35.59535426,-77.37353178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,2,0,2,5,5,7,0,2,4,2,1,0,8,7,6,3,2,1,2,4,3,8,5,4,4,0,3,3,2,3,39,-32,0,5,4,3,1,4,1,6,9,3,5,8,2
1969,84037149,US,USA,840,37149,Polk,North Carolina,US,35.27820615,-82.16812354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,-1,5,0,2,1,3,0,2,0,1,1,3,1,0
1970,84037151,US,USA,840,37151,Randolph,North Carolina,US,35.71015088,-79.80570339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,1,6,0,2,0,2,0,7,3,4,2,2,5,4,5,0,2,2,5,3,4,2,5,3,1,19,0,10,11,10,26,0,14,37,4,19,10,4,13,30,5,17,10
1971,84037153,US,USA,840,37153,Richmond,North Carolina,US,35.00417719,-79.74491009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,3,0,2,2,1,2,1,1,1,0,2,6,2,6,0,0,6,0,5,1,7,2,1,3,4,15,1,8
1972,84037155,US,USA,840,37155,Robeson,North Carolina,US,34.64244496,-79.10250529999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,3,0,0,4,5,2,3,2,7,10,9,32,7,5,7,2,56,0,13,26,0,3,77,42,0,4,38
1973,84037157,US,USA,840,37157,Rockingham,North Carolina,US,36.39593137,-79.77504841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,2,0,1,1,4,0,0,2,2,0,-2,0,2,1,1,0,2,0,1,1,0,0,1,1,0,0,0,1,3,4,2,2,1
1974,84037159,US,USA,840,37159,Rowan,North Carolina,US,35.64003916,-80.52446628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,6,0,0,5,1,5,1,7,6,7,2,5,11,2,7,4,30,6,93,0,12,0,15,13,4,2,6,13,21,33,19,4,6,1,13,15,1,6,0,4,25,22,13,15,13
1975,84037161,US,USA,840,37161,Rutherford,North Carolina,US,35.40114178,-81.92112099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,3,0,3,6,0,4,6,0,6,0,3,5,2,11,1,6,10,9,0,0,8,13,3,10,3,0,4,14,1,2,3,2,0,0,1,1,3
1976,84037163,US,USA,840,37163,Sampson,North Carolina,US,34.98820368,-78.36914061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,1,0,2,0,4,0,1,1,3,0,0,1,2,6,5,3,0,5,7,12,2,18,5,0,12,8,18,10,9
1977,84037165,US,USA,840,37165,Scotland,North Carolina,US,34.8386299,-79.4757978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,2,0,1,0,1,2,1,1,4,1,1,1,0,0,2,3,0,1,0,2,2,2,0
1978,84037167,US,USA,840,37167,Stanly,North Carolina,US,35.31647813,-80.25093221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,1,0,0,2,1,3,2,1,0,0,2,1,0,0,1,0,1,2,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1979,84037169,US,USA,840,37169,Stokes,North Carolina,US,36.4017975,-80.23893369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,84037171,US,USA,840,37171,Surry,North Carolina,US,36.41689489,-80.69102283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,-5,0,0,0,0,0,1,0,0,4,0,0,3,0,6,4,3
1981,84037173,US,USA,840,37173,Swain,North Carolina,US,35.48665845,-83.48748932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0
1982,84037175,US,USA,840,37175,Transylvania,North Carolina,US,35.20383864,-82.79638423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,84037177,US,USA,840,37177,Tyrrell,North Carolina,US,35.87147226,-76.17055253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,84037179,US,USA,840,37179,Union,North Carolina,US,34.98960527,-80.52955873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6,1,5,5,4,7,0,4,0,3,6,8,5,7,0,8,8,4,6,7,1,0,3,6,5,14,12,0,8,14,8,8,7,4,5,6,4,6,17,15,11,3,6,0,8,7,5,1,10
1985,84037181,US,USA,840,37181,Vance,North Carolina,US,36.36880673,-78.40670845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,3,2,0,0,2,3,2,0,0,0,2,1,3,3,2,2,1,1,2,2,2,1,10,29,0,4,4,15,10,0,0,6,1,27,6,8
1986,84037183,US,USA,840,37183,Wake,North Carolina,US,35.78879266,-78.65249174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,1,3,3,1,0,7,3,7,0,20,0,14,7,27,23,0,23,20,27,20,38,24,8,21,10,37,14,20,6,33,46,6,25,36,19,18,5,13,13,8,0,20,7,11,12,89,30,32,19,22,15,17,4,37,30,23,27,14
1987,84037185,US,USA,840,37185,Warren,North Carolina,US,36.39728256,-78.10652228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,5,0,1,1,0,1,1,3,1
1988,84037187,US,USA,840,37187,Washington,North Carolina,US,35.83810081,-76.57299037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,1,2,3,2,0,2,1,0,0,0,1,1,1,1,0,0,1,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,84037189,US,USA,840,37189,Watauga,North Carolina,US,36.23103603,-81.70033724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,-1,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1990,84037191,US,USA,840,37191,Wayne,North Carolina,US,35.36438125,-78.00027268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,4,1,3,8,9,2,13,5,17,0,3,6,9,16,143,132,85,109,9,4,12,6,15,12,5,6,10,4,3,16,3,8,3,0,11,16,11
1991,84037193,US,USA,840,37193,Wilkes,North Carolina,US,36.2084135,-81.16232895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,7,3,0,1,4,7,9,17,33,23,13,19,39,12,4
1992,84037195,US,USA,840,37195,Wilson,North Carolina,US,35.70625477,-77.917978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,1,0,0,3,3,0,2,2,4,7,0,1,7,2,4,5,11,6,6,4,5,4,13,13,3,4,2,9,3,16,2,3,0,4,4,6,0,8,2,5,2,10,0,7,4
1993,84037197,US,USA,840,37197,Yadkin,North Carolina,US,36.16222629,-80.66239436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,1,0,4,0,0,-3,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,6,0,1,1,2,6,6,10
1994,84037199,US,USA,840,37199,Yancey,North Carolina,US,35.90079156,-82.31237181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1
1995,84038001,US,USA,840,38001,Adams,North Dakota,US,46.09686891,-102.5285397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,84038003,US,USA,840,38003,Barnes,North Dakota,US,46.93579637,-98.06605978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,84038005,US,USA,840,38005,Benson,North Dakota,US,48.0683985,-99.35916363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1998,84038007,US,USA,840,38007,Billings,North Dakota,US,47.02366884,-103.3762965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,84038009,US,USA,840,38009,Bottineau,North Dakota,US,48.79106111,-100.8378166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,84038011,US,USA,840,38011,Bowman,North Dakota,US,46.11285362,-103.5203343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,84038013,US,USA,840,38013,Burke,North Dakota,US,48.79094471,-102.51821170000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2002,84038015,US,USA,840,38015,Burleigh,North Dakota,US,46.97847375,-100.46452140000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,2,0,1,2,0,4,3,3,0,1,0,3,0,0,2,3,1,1,3,4,2,1,1,1,1,0,2,0,7,2,0,0,2,2,1,6,0,0,0,2,1,2,1,0,3,9,10,0,1,0
2003,84038017,US,USA,840,38017,Cass,North Dakota,US,46.93201724,-97.24447190000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,5,7,2,4,8,2,9,3,2,6,11,5,7,6,5,7,12,9,7,12,17,0,45,15,34,9,19,16,28,39,40,34,41,20,21,29,30,33,25,13,43,23,43,29
2004,84038019,US,USA,840,38019,Cavalier,North Dakota,US,48.77286211,-98.46685243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,84038021,US,USA,840,38021,Dickey,North Dakota,US,46.11017712,-98.50490079999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
